Date,AAPL,GE,GOOGL,IBM,KO,MSFT,PEP
2011-04-25,46.702683,16.869861,262.787784,149.452588,29.457871,22.285337,58.306035
2011-04-26,46.360031,17.047975,266.67667,150.183501,29.10563,22.790041,58.897533
2011-04-27,46.324308,17.514461,269.149143,151.859229,29.136071,22.955375,59.088901
2011-04-28,45.874493,17.472054,269.254245,152.224686,29.314368,23.242534,60.645933
2011-04-29,46.321662,17.344831,272.32233,152.046419,29.336109,22.555092,59.923956
2011-05-02,45.812313,17.370274,269.549564,153.445831,29.449175,22.328845,60.289292
2011-05-03,46.066329,17.505979,267.212223,154.087603,29.518752,22.459372,60.532849
2011-05-04,46.247576,17.192162,268.163181,152.082067,29.336109,22.676917,60.741617
2011-05-05,45.874493,16.878343,267.402408,150.156762,29.005609,22.441969,59.871768
2011-05-06,45.862588,16.971641,267.917911,151.213252,29.092585,22.511584,60.254497
2011-05-09,45.986948,17.02253,269.109104,151.401278,29.114326,22.476776,60.732917
2011-05-10,46.2317,17.217606,271.601597,152.547307,29.283924,22.337547,60.915585
2011-05-11,45.937998,17.039493,267.992984,151.759407,29.275228,22.067791,61.063458
2011-05-12,45.850679,17.0819,267.792789,154.212632,29.705745,22.032983,61.724545
2011-05-13,45.047628,16.869861,265.040042,152.135446,29.649214,21.780632,61.376604
2011-05-16,44.095079,16.759601,259.469486,151.186393,29.497011,21.380347,61.515783
2011-05-17,44.470808,16.615414,265.495487,152.654743,29.566588,21.476695,61.855024
2011-05-18,44.96428,16.759601,265.170169,152.601025,29.701399,21.625595,61.994197
2011-05-19,45.051599,16.929232,265.890903,152.73532,29.770976,21.651871,62.437822
2011-05-20,44.349094,16.64086,262.277286,152.350332,29.701399,21.450418,62.020298
2011-05-23,44.240607,16.445782,259.454471,150.649186,29.349154,21.170135,61.794135
2011-05-24,43.948229,16.199817,259.389408,150.407455,29.340459,21.152617,61.741946
2011-05-25,44.555477,16.301595,260.095096,150.192569,29.096934,21.187653,61.28092
2011-05-26,44.319988,16.471227,259.324314,149.682221,29.005609,21.608077,61.254826
2011-05-27,44.638826,16.488191,260.710727,149.968735,28.922987,21.686907,61.237432
2011-05-31,46.017375,16.657821,264.774784,151.249059,29.053445,21.905878,61.863724
2011-06-01,45.710443,16.225261,263.063053,149.127118,29.031704,21.397865,61.587723
2011-06-02,45.788499,16.191335,264.294284,148.706309,28.718599,21.213929,60.904292
2011-06-03,45.436588,15.962332,261.801792,147.775166,28.496816,20.942405,60.431146
2011-06-06,44.722174,15.656995,260.790805,147.506562,28.44898,21.029994,60.361049
2011-06-07,43.928382,15.673958,259.774784,146.557508,28.353309,21.073787,60.396098
2011-06-08,43.954843,15.699404,259.844852,147.139471,28.440285,20.968682,60.317237
2011-06-09,43.855618,15.758775,258.62363,147.587139,28.653368,20.986198,60.904292
2011-06-10,43.116072,15.538253,255.010013,146.100878,28.435935,20.767227,60.185813
2011-06-13,43.20868,15.597624,252.617618,146.09193,28.523539,21.056271,60.510001
2011-06-14,43.981303,15.775738,254.439441,146.942496,28.738165,21.213929,60.956862
2011-06-15,43.228523,15.597624,251.726734,145.339851,28.457836,20.793504,60.001813
2011-06-16,43.018169,15.768652,250.435443,145.644262,28.685602,21.021235,60.361049
2011-06-17,42.369906,15.811408,242.75275,147.22901,28.742546,21.248965,60.212098
2011-06-20,41.716354,15.802856,242.532535,147.748307,28.834529,21.4329,60.43991
2011-06-21,43.036692,16.08505,246.746753,148.822707,29.022876,21.686907,60.396098
2011-06-22,42.680809,15.871267,243.748752,148.339218,29.084198,21.590559,60.264667
2011-06-23,43.821224,15.717343,240.35036,148.733168,28.462217,21.573041,59.563716
2011-06-24,43.175606,15.366738,237.677676,147.793076,28.440315,21.283999,59.975522
2011-06-27,43.928382,15.631831,241.64165,150.076171,28.562959,22.072297,60.501244
2011-06-28,44.354386,15.768652,247.07207,152.216023,28.922131,22.597826,61.000674
2011-06-29,44.192982,15.871267,249.03403,152.69055,29.219981,22.440169,61.298577
2011-06-30,44.408628,16.127808,253.443454,153.594848,29.474031,22.773004,61.71039
2011-07-01,45.412773,16.418553,260.775791,156.271893,29.824441,22.790522,61.500105
2011-07-05,46.229054,16.281732,266.486484,157.068741,29.916427,22.799281,61.132098
2011-07-06,46.537308,16.290282,267.94794,159.110119,30.017168,23.062046,61.482577
2011-07-07,47.257014,16.504065,273.573581,158.008846,30.113532,23.447436,61.789244
2011-07-08,47.589082,16.238974,266.261264,158.017809,30.082871,23.578818,61.272293
2011-07-11,46.83366,15.931126,263.903904,156.674805,29.828822,23.324811,60.720292
2011-07-12,46.800583,15.717343,267.272281,155.833187,29.719318,23.245983,60.466195
2011-07-13,47.365498,15.828511,269.399418,156.074932,29.811301,23.324811,60.361049
2011-07-14,47.332424,15.845614,264.734745,155.994341,29.640475,23.184669,60.106952
2011-07-15,48.278357,15.742997,299.109104,157.167229,29.579153,23.456195,60.045619
2011-07-18,49.453169,15.640382,297.767765,156.934446,29.399569,23.289776,59.581237
2011-07-19,49.856677,15.88837,301.576572,165.825137,30.363201,24.121867,60.054383
2011-07-20,51.186277,16.067949,297.972965,164.428402,30.166095,23.701441,60.01057
2011-07-21,51.237876,16.384347,303.798802,165.547572,30.371959,23.736478,57.977799
2011-07-22,52.032988,16.281732,309.424442,165.798265,30.542788,24.113108,57.618562
2011-07-25,52.720939,16.21332,309.799809,164.473172,30.336921,24.445944,56.400652
2011-07-26,53.370527,15.871267,311.571568,163.783759,30.30626,24.594844,56.137791
2011-07-27,51.939056,15.486458,303.913914,162.369141,30.087252,23.937931,55.953791
2011-07-28,51.837186,15.486458,305.775791,162.772039,30.139812,24.279525,55.980076
2011-07-29,51.659905,15.315431,302.14716,162.816809,29.789402,23.999242,56.111507
2011-08-01,52.489416,15.366738,303.688694,161.831934,29.666758,23.885378,55.953791
2011-08-02,51.452197,14.716837,296.496494,159.41453,29.377667,23.473711,55.357979
2011-08-03,51.93641,14.939172,300.885899,160.112891,29.960228,23.578818,56.497034
2011-08-04,49.925473,14.084039,289.049045,153.532168,28.830148,22.720451,55.50693
2011-08-05,49.429355,14.118245,289.809818,154.875171,29.246261,22.492721,56.663507
2011-08-08,46.729143,13.194701,273.283298,149.470775,28.523539,21.441659,55.173979
2011-08-09,49.480951,13.647922,286.992008,153.418414,29.206841,22.405132,55.279121
2011-08-10,48.115631,12.903956,274.779789,146.161585,28.01544,21.196412,52.852061
2011-08-11,49.439939,13.408485,281.346348,149.92938,29.114859,22.063538,55.086357
2011-08-12,49.875199,13.579511,282.167179,151.251256,29.408328,21.984708,55.357979
2011-08-15,50.724557,14.015628,278.893894,155.558597,29.872623,22.343821,55.699694
2011-08-16,50.336922,13.810397,269.769779,153.984937,29.859483,22.343821,55.86617
2011-08-17,50.33163,13.878807,266.841831,154.200744,30.34568,22.255679,56.619701
2011-08-18,48.427856,13.117739,252.692691,147.321605,29.679898,21.74446,55.279121
2011-08-19,47.102223,12.903956,245.705707,141.665412,29.390807,21.197983,54.385402
2011-08-22,47.156465,12.921058,249.334339,142.960312,29.465269,21.136284,54.253971
2011-08-23,49.426709,13.288766,259.669681,147.762235,30.249316,21.78853,55.620836
2011-08-24,49.76804,13.44269,261.906925,149.956356,30.520886,21.947184,55.8136
2011-08-25,49.442585,13.211804,260.280277,148.895266,29.771881,21.656318,55.217788
2011-08-26,50.747046,13.288766,263.693698,152.096538,30.004028,22.255679,55.340454
2011-08-29,51.592433,13.716333,269.809818,155.225871,30.542788,22.775713,56.216652
2011-08-30,51.595079,13.784744,270.620609,155.126955,30.599729,23.119464,56.532076
2011-08-31,50.912421,13.947218,270.750766,154.587422,30.858156,23.445587,56.90746
2011-09-01,50.409686,13.853154,266.516513,153.16663,30.858156,23.101835,56.660152
2011-09-02,49.486243,13.476895,262.682682,150.154188,30.547166,22.740456,55.909392
2011-09-06,50.239023,13.040777,261.351352,148.472624,30.411383,22.484847,55.158635
2011-09-07,50.79335,13.511101,267.282291,150.450938,31.011464,22.916739,54.425541
2011-09-08,50.821135,13.331523,267.747745,148.598516,31.173528,23.110649,54.178233
2011-09-09,49.940025,12.903956,262.687686,145.109482,30.385103,22.687572,52.985854
2011-09-12,50.265479,12.835546,265.325321,146.053681,30.38948,22.819783,53.118339
2011-09-13,50.884636,13.177598,265.025028,146.961903,30.473271,22.951996,53.471638
2011-09-14,51.503793,13.502549,266.301303,150.387998,30.768742,23.357446,54.390213
2011-09-15,51.988006,13.882415,271.551548,152.950809,31.319995,23.789338,55.838734
2011-09-16,52.985538,14.098249,273.61362,155.558597,31.412609,23.903922,54.805336
2011-09-19,54.45802,13.968749,273.608616,155.684489,31.086264,23.983248,53.489303
2011-09-20,54.698802,13.847883,273.588596,157.114269,31.156826,23.780523,53.33915
2011-09-21,54.525492,13.278082,269.869877,155.585573,30.552652,22.907925,53.692449
2011-09-22,53.160173,12.984548,260.59058,151.628933,29.908789,22.08821,53.807269
2011-09-23,53.48827,13.131315,263.018009,152.276383,29.732387,22.08821,53.294989
2011-09-26,53.338774,13.442115,266.211216,156.925424,30.323332,22.423148,54.664017
2011-09-27,52.821488,13.606149,269.939945,159.802986,30.680543,22.625873,55.14097
2011-09-28,52.523815,13.338515,264.684696,159.659105,30.014628,22.546546,54.734678
2011-09-29,51.671814,13.692482,264.014011,161.11586,30.451223,22.431963,55.273458
2011-09-30,50.448052,13.139948,257.777774,157.249149,29.794127,21.93837,54.672852
2011-10-03,49.559007,12.68238,248.008014,155.828357,28.850382,21.621063,53.250827
2011-10-04,49.281181,12.829147,251.201206,157.132258,28.766594,22.335007,53.392146
2011-10-05,50.041895,13.183115,252.602603,159.029643,28.898893,22.819783,53.250827
2011-10-06,49.925473,13.407581,257.612613,163.381935,28.837152,23.21642,53.498134
2011-10-07,48.923974,13.381682,257.817813,164.011397,29.062065,23.137092,53.895595
2011-10-10,51.438967,13.934215,268.853855,167.815155,29.503067,23.745268,54.646352
2011-10-11,52.957753,13.934215,271.86185,166.3584,29.458968,23.798152,53.833768
2011-10-12,53.209122,14.158682,274.52454,167.365538,29.758849,23.762895,55.379447
2011-10-13,54.034662,14.003282,279.774784,167.995013,29.723568,23.956807,55.079143
2011-10-14,55.829953,14.33135,296.136143,171.331166,29.922018,24.036134,54.973155
2011-10-17,55.564036,14.011915,291.496494,167.788179,29.547167,23.780523,54.664017
2011-10-18,55.861705,14.426315,295.550541,160.873063,29.432505,24.07139,55.123305
2011-10-19,52.736815,14.262283,290.640659,159.515224,29.560396,23.912735,54.858332
2011-10-20,52.298909,14.357249,292.12714,159.389332,29.600088,23.833409,54.867163
2011-10-21,51.976101,14.080982,295.540531,163.327984,30.071961,23.939178,55.008482
2011-10-24,53.682751,14.20185,298.508518,163.885505,29.93084,23.965621,54.849498
2011-10-25,52.624364,14.003282,291.87186,162.185952,29.525115,23.630683,54.60219
2011-10-26,52.998768,14.115516,293.44846,163.63372,29.754438,23.436773,54.770006
2011-10-27,53.539869,14.996117,299.634647,167.149731,30.23954,24.018505,55.538431
2011-10-28,53.574264,14.892517,300.370365,168.561522,30.398302,23.780523,55.821069
2011-10-31,53.551774,14.426315,296.616611,166.025687,30.12929,23.472029,55.600258
2011-11-01,52.457667,13.830616,289.614628,163.076199,29.564807,22.907925,54.964321
2011-11-02,52.576735,14.029182,292.702702,165.387225,29.886737,22.925553,55.123305
2011-11-03,53.325544,14.391783,299.049046,168.426642,30.274821,23.383889,55.46777
2011-11-04,52.95114,14.150049,298.368382,167.599348,29.891148,23.137092,54.752344
2011-11-07,52.883668,14.150049,304.469486,168.444631,30.080779,23.621869,55.202797
2011-11-08,53.743606,14.227749,306.476475,169.058557,30.274821,23.939178,56.227361
2011-11-09,52.294938,13.683849,300.775791,164.535286,29.560396,23.093022,55.008482
2011-11-10,50.964017,13.865148,297.837833,165.53745,29.719157,23.163535,55.609089
2011-11-11,50.884636,14.072348,304.479496,169.175932,30.041091,23.718825,55.891727
2011-11-14,50.175518,13.899683,306.806797,169.148847,29.895559,23.586613,55.46777
2011-11-15,51.441613,13.986016,308.588597,170.412831,29.988169,23.746462,56.969287
2011-11-16,50.904483,13.770182,306.04105,168.489757,29.551578,23.151468,57.490398
2011-11-17,49.930765,13.502549,300.735752,167.686222,29.379587,22.680803,56.607153
2011-11-18,49.60399,13.511181,297.737736,167.243834,29.719157,22.467669,56.430507
2011-11-21,48.819458,13.157215,290.760776,163.849112,29.084113,22.201255,55.776907
2011-11-22,49.811698,12.941381,290.290287,163.695629,29.092935,22.014765,55.803404
2011-11-23,48.552216,12.716914,285.340336,160.662054,28.607833,21.730588,55.114474
2011-11-25,48.099755,12.691014,281.781772,159.858519,28.5505,21.579619,55.193966
2011-11-28,49.760102,12.777348,294.389408,164.508202,28.740131,22.085809,55.635588
2011-11-29,49.373788,12.880948,291.756748,163.361579,29.402,22.059167,56.227361
2011-11-30,50.564474,13.735649,299.994999,169.735694,29.863975,22.716324,56.988693
2011-12-01,51.322545,13.735649,307.192204,171.044823,29.686292,22.44991,57.06883
2011-12-02,51.556714,13.891049,310.490483,171.234427,29.486397,22.396625,57.238018
2011-12-05,51.994623,14.098249,313.138157,172.299783,29.455303,22.822891,57.344874
2011-12-06,51.722085,14.434949,312.197209,174.195772,29.61966,22.787368,57.567486
2011-12-07,51.476012,14.452216,312.007023,175.197936,29.66408,22.734085,57.799004
2011-12-08,51.68372,14.080982,308.333347,172.967897,29.641872,22.556475,57.282543
2011-12-09,52.075325,14.53855,314.024021,175.658384,30.015003,22.822891,58.048329
2011-12-12,51.839832,14.210482,313.008,173.509598,29.712943,22.654161,57.576392
2011-12-13,51.438967,14.175949,313.128147,172.579664,29.53082,22.876173,57.238018
2011-12-14,50.298556,14.339983,309.344334,170.385747,29.433094,22.725205,56.970884
2011-12-15,50.133181,14.495384,310.080082,169.266208,29.712943,22.698563,57.745573
2011-12-16,50.408361,14.685317,313.293308,165.736078,29.957258,23.089305,57.620911
2011-12-19,50.565798,14.555817,311.226231,165.122133,29.926163,22.671922,57.318162
2011-12-20,52.383579,14.918417,315.500492,169.049533,30.383695,23.115947,58.351078
2011-12-21,52.449729,15.272384,313.22324,163.840088,30.903415,22.876173,58.805209
2011-12-22,52.727555,15.734391,315.165165,164.354705,30.734618,22.920575,58.805209
2011-12-23,53.359942,15.891299,316.886906,166.801433,31.067773,23.115947,59.277145
2011-12-27,53.783297,15.699523,320.445439,166.982,31.041118,23.124828,59.107958
2011-12-28,53.268656,15.542615,320.17017,166.115273,30.876764,22.929456,58.689453
2011-12-29,53.596757,15.751825,321.521519,168.092501,31.165499,23.107067,59.250433
2011-12-30,53.580881,15.612352,323.273289,166.015959,31.081098,23.053782,59.081245
2012-01-03,54.4051,16.004622,333.038029,168.200853,31.156613,23.773104,59.125771
2012-01-04,54.697481,16.178964,334.474492,167.514678,30.961161,24.332575,59.42852
2012-01-05,55.304729,16.170246,329.834843,166.72018,30.814576,24.58123,58.96549
2012-01-06,55.882874,16.257418,325.335331,164.80613,30.619124,24.963092,58.226416
2012-01-09,55.794234,16.440478,311.541538,163.948426,30.619124,24.634512,58.529172
2012-01-10,55.994003,16.318437,311.881901,163.695629,30.801247,24.723318,58.466841
2012-01-11,55.902717,16.457911,313.293308,164.607516,30.232663,24.616751,57.888048
2012-01-12,55.749251,16.501498,315.135136,163.009468,30.015003,24.865406,57.540774
2012-01-13,55.540222,16.423044,312.807804,161.754508,29.757363,25.087418,57.344874
2012-01-17,56.18716,16.335872,314.604618,162.512898,29.917277,25.096299,57.567486
2012-01-18,56.770597,16.579952,316.771763,163.478954,30.023886,25.069657,57.745573
2012-01-19,56.590671,16.693274,320.105107,162.982384,29.961697,24.971972,58.689453
2012-01-20,55.605048,16.693274,293.288303,170.205179,30.245989,26.383971,59.018914
2012-01-23,56.545688,16.510215,293.053043,171.523332,30.441441,26.401732,58.858633
2012-01-24,55.619599,16.423044,290.755772,173.283886,30.161592,26.055393,58.947677
2012-01-25,59.092434,16.675839,285.030033,173.103318,30.397021,26.250763,59.392901
2012-01-26,58.823867,16.623537,284.334324,172.426181,30.210455,26.197481,59.23262
2012-01-27,59.174461,16.588669,290.280277,171.95671,29.957258,25.957707,58.600403
2012-01-30,59.932529,16.475346,289.134128,173.798516,29.96614,26.295167,58.244229
2012-01-31,60.391603,16.30972,290.345341,173.888807,29.997235,26.224123,58.47574
2012-02-01,60.353237,16.362024,290.705723,173.906854,30.13938,26.54382,59.107958
2012-02-02,60.21168,16.344589,292.847843,172.922751,30.130498,26.597104,59.125771
2012-02-03,60.814961,16.579952,298.463474,174.827764,30.241549,26.854638,59.357289
2012-02-06,61.382518,16.606102,304.849857,174.087435,30.219338,26.819117,59.23262
2012-02-07,62.025493,16.719426,303.688694,174.565944,30.450327,26.952324,59.446333
2012-02-08,63.064037,16.771728,305.230229,174.883166,30.352601,27.227619,59.42852
2012-02-09,65.245637,16.675839,306.036045,175.046319,30.192686,27.325305,57.229111
2012-02-10,65.278711,16.457911,303.258274,174.402793,30.179361,27.085531,56.944172
2012-02-13,66.493214,16.623537,306.406407,174.584063,30.401464,27.156575,56.712653
2012-02-14,67.400777,16.510215,305.185185,174.221523,30.605798,27.040368,56.561278
2012-02-15,65.840976,16.353307,303.083073,174.248713,30.383695,26.861588,56.160576
2012-02-16,66.441614,16.571235,303.563572,174.946618,30.588029,27.970021,55.857823
2012-02-17,66.429709,16.806597,302.622624,175.309158,30.67243,27.934264,55.813302
2012-02-21,68.11387,16.919919,307.307316,175.281969,30.570261,28.104105,56.222907
2012-02-22,67.874406,16.902484,304.274265,175.71702,30.76127,27.952143,56.187288
2012-02-23,68.317604,16.981632,303.358372,179.106831,30.730175,28.041533,56.214004
2012-02-24,69.114041,16.920072,305.255253,179.24278,30.650218,28.13986,56.374285
2012-02-27,69.557246,16.770571,304.959965,179.03432,30.574704,28.023654,56.383188
2012-02-28,70.833925,16.849719,309.504521,179.442182,30.583586,28.488481,56.383188
2012-02-29,71.763985,16.752982,309.434452,178.309225,31.032236,28.372273,56.504381
2012-03-01,72.032545,16.814543,311.511509,179.03432,30.916741,28.863918,56.154259
2012-03-02,72.126481,16.682628,310.935948,180.194466,30.730175,28.6762,56.127328
2012-03-05,70.536256,16.577098,307.432438,181.871248,30.752387,28.425907,56.369721
2012-03-06,70.152585,16.198947,302.78278,178.789597,30.54361,28.211372,55.911866
2012-03-07,70.209476,16.506745,303.703709,179.251853,30.556935,28.461663,56.217102
2012-03-08,71.704444,16.735395,303.873875,181.100832,30.770152,28.613624,56.513361
2012-03-09,72.125159,16.744189,300.425419,181.834985,30.876764,28.595748,56.692911
2012-03-12,73.028752,16.823335,302.877873,182.179408,31.161056,28.640443,57.402131
2012-03-13,75.15876,17.22787,309.199192,184.699103,31.434006,29.203596,57.761229
2012-03-14,78.000533,17.403755,308.303318,185.551088,31.420583,29.292987,57.50986
2012-03-15,77.468692,17.72914,310.875889,186.711234,31.469804,29.364497,57.608613
2012-03-16,77.470013,17.764318,312.832829,186.720293,31.393736,29.141023,57.877941
2012-03-19,79.524611,17.773111,317.307316,186.457453,31.501126,28.783467,58.111358
2012-03-20,80.167578,17.649992,317.062077,185.125095,31.586141,28.595748,58.605116
2012-03-21,79.709826,17.649992,320.310307,185.523898,31.823297,28.524236,58.676938
2012-03-22,79.291767,17.45652,323.348362,186.248993,31.957532,28.604687,58.703869
2012-03-23,78.856504,17.394961,321.616612,186.239921,31.988854,28.613624,58.623075
2012-03-26,80.302522,17.632403,324.989994,188.315505,32.172314,29.132086,59.053991
2012-03-27,81.294766,17.623611,323.833836,187.780739,32.158891,29.069513,59.260477
2012-03-28,81.710182,17.597227,328.208226,187.880439,32.512384,28.774526,59.188655
2012-03-29,80.683544,17.544463,324.529545,188.768687,33.02696,28.711953,59.269449
2012-03-30,79.319549,17.649992,320.940953,189.113097,33.116453,28.837098,59.565709
2012-04-02,81.843805,17.606022,323.783787,189.856323,33.174622,28.863918,59.91583
2012-04-03,83.258071,17.553255,321.631626,189.883513,33.004589,28.551053,59.754235
2012-04-04,82.595256,17.359783,317.892887,186.756555,32.87035,27.898508,59.556729
2012-04-05,83.834891,17.139928,316.476475,186.230862,32.874825,28.175617,59.386161
2012-04-09,84.172255,16.884896,315.735752,185.75049,32.60635,27.80018,58.667959
2012-04-10,83.141653,16.480362,313.743748,183.384876,32.226007,27.237025,58.219084
2012-04-11,82.845304,16.717806,318.298313,183.611467,32.270756,27.129758,58.488411
2012-04-12,82.391515,16.972837,325.830845,186.094913,32.315501,27.692912,58.69489
2012-04-13,80.071,16.60348,312.612614,183.810869,32.190213,27.540949,58.40761
2012-04-16,76.750314,16.621069,303.338352,183.738358,32.413943,27.782302,59.242518
2012-04-17,80.662375,17.008015,305.090092,188.025461,33.089604,28.104105,59.610599
2012-04-18,80.482452,16.796954,304.029026,181.390875,33.188045,27.835935,59.440024
2012-04-19,77.717411,16.83213,299.949955,180.828919,33.031435,27.719729,59.386161
2012-04-20,75.804378,17.025604,298.328342,180.910503,33.170146,28.980122,59.817077
2012-04-23,75.635032,16.770571,299.099094,180.022255,32.973267,28.711953,59.413093
2012-04-24,74.124187,17.1839,300.935947,181.273043,33.165674,28.533175,59.709352
2012-04-25,80.702069,17.104752,305.165165,184.508774,33.528115,28.783467,59.852988
2012-04-26,80.39778,17.254254,308.043034,186.330563,33.877133,28.703016,59.583667
2012-04-27,79.77598,17.394961,307.797794,187.445388,34.288794,28.586808,59.341271
2012-04-30,77.259659,17.219076,302.727726,187.690111,34.150083,28.622565,59.251497
2012-05-01,77.01491,17.412548,302.517521,188.523965,34.423033,28.613624,59.691393
2012-05-02,77.524255,17.386166,303.933933,188.578345,34.525951,28.425907,59.996631
2012-05-03,76.973895,17.245459,305.81583,187.835132,34.651239,28.390152,60.068453
2012-05-04,74.78171,17.008015,298.783787,185.795811,34.454355,27.692912,59.161724
2012-05-07,75.341333,16.990426,304.079075,184.671913,34.579643,27.397926,59.808105
2012-05-08,75.169344,16.928867,306.701695,183.379478,34.516999,27.263842,59.718324
2012-05-09,75.301646,16.629863,304.879887,183.151938,34.355914,27.496255,59.197635
2012-05-10,75.478919,16.788159,307.13715,182.578545,34.637815,27.478377,59.960721
2012-05-11,74.974867,16.717806,302.917912,183.09733,34.664662,27.853814,59.9697
2012-05-14,73.85165,16.357243,302.302311,181.522753,34.396187,27.424744,60.283911
2012-05-15,73.183543,16.181358,305.860874,181.15868,34.261948,27.181807,60.912333
2012-05-16,72.245548,16.709011,314.779789,181.786694,34.154559,26.902881,61.72031
2012-05-17,70.134066,16.60348,311.836827,180.111999,33.613133,26.740924,61.738262
2012-05-18,70.168461,16.665041,300.500492,178.282578,33.134352,26.336032,61.15473
2012-05-21,74.256482,16.814543,307.36237,179.993674,33.340183,26.767917,61.029045
2012-05-22,73.686282,16.867308,300.700718,179.138133,33.196996,26.776915,61.118819
2012-05-23,75.484211,16.867308,305.035038,178.501008,33.358082,26.19207,61.046997
2012-05-24,74.790973,16.928867,302.132145,178.473705,33.810013,26.156079,61.774173
2012-05-25,74.390105,16.884896,296.061069,176.84452,33.662354,26.147081,61.621557
2012-05-29,75.710442,17.016809,297.467472,178.810474,33.765268,26.596962,62.241006
2012-05-30,76.623304,16.744189,294.409428,177.053854,33.586284,26.399015,61.723477
2012-05-31,76.432797,16.788159,290.720737,175.570285,33.438625,26.264051,61.388709
2012-06-01,74.218116,16.304478,285.775791,172.093472,32.704788,25.598227,61.08109
2012-06-04,74.6547,15.961503,289.584598,171.601977,32.950892,25.688202,61.053948
2012-06-05,74.461551,16.040651,285.490482,172.202687,32.771908,25.652212,60.619655
2012-06-06,75.603286,16.60348,290.575565,176.562372,33.384928,26.408013,61.062991
2012-06-07,75.637681,16.709011,289.404423,176.971942,33.237266,26.30004,61.2349
2012-06-08,76.775446,16.884896,290.515507,177.609053,33.666826,26.67794,61.804903
2012-06-11,75.564914,16.805748,284.53455,175.215322,33.407303,26.003119,61.569667
2012-06-12,76.225086,17.131133,282.832828,177.072061,33.648928,26.354027,61.886336
2012-06-13,75.695894,17.034398,280.82584,175.752328,33.648929,26.210064,62.022053
2012-06-14,75.612542,17.342194,279.804813,177.572653,34.121967,26.399015,62.673482
2012-06-15,75.956519,17.637626,282.53754,181.213302,34.279646,27.010853,62.86349
2012-06-18,77.497794,17.417156,285.710728,180.476059,34.230093,26.848896,62.972058
2012-06-19,77.713448,17.637626,291.056065,181.058562,34.121967,27.622691,62.709674
2012-06-20,77.492502,17.725814,289.044041,180.922043,34.040874,27.829636,62.347771
2012-06-21,76.424856,17.370053,282.887882,176.016269,33.639917,27.118824,61.976811
2012-06-22,77.010939,17.619084,286.026035,176.298417,33.761557,27.622691,62.157763
2012-06-25,75.512,17.361158,280.630649,175.533884,33.684967,26.875889,62.076337
2012-06-26,75.678696,17.61019,282.622623,174.705634,33.824629,27.010853,62.374913
2012-06-27,76.005469,17.903693,284.93494,175.661307,34.392275,27.145817,63.107775
2012-06-28,75.284441,17.965953,282.437443,174.205042,34.495895,26.911879,62.972058
2012-06-29,77.262308,18.535171,290.325321,178.009527,35.225729,27.523717,63.93112
2012-07-02,78.389489,18.223879,290.525516,178.237067,35.554603,27.496724,64.021596
2012-07-03,79.301023,18.170515,294.209202,178.328075,35.662729,27.676677,64.021596
2012-07-05,80.694128,18.081575,298.258274,177.745572,35.342861,27.622691,63.487777
2012-07-06,80.156994,17.788072,293.283298,174.214152,35.207709,27.163813,63.533019
2012-07-09,81.216706,17.823649,293.298313,172.630465,35.131122,26.992857,63.324918
2012-07-10,80.465255,17.450099,291.141148,169.526808,35.131122,26.758919,63.21635
2012-07-11,79.965166,17.503463,285.880894,168.607549,34.896852,26.363023,63.451586
2012-07-12,79.233555,17.290006,285.525516,166.641596,34.527431,25.760183,63.198251
2012-07-13,80.036605,17.583509,288.548557,169.299268,34.81576,26.444002,63.704927
2012-07-16,80.293267,17.423416,287.747745,168.188869,34.45535,26.488991,63.650636
2012-07-17,80.29723,17.539038,288.65366,167.151284,35.000472,26.686938,63.632544
2012-07-18,80.207272,17.645767,290.670689,171.338036,34.887844,27.397751,63.677778
2012-07-19,81.273598,17.61019,296.826817,177.791083,34.9374,27.595698,63.71397
2012-07-20,79.947969,17.67245,305.715733,175.160715,34.703131,27.10083,63.297776
2012-07-23,79.885785,17.868118,308.063053,173.686256,34.635553,26.345029,62.736816
2012-07-24,79.500793,17.761389,304.089085,173.240272,34.536443,26.228059,62.239196
2012-07-25,76.067652,17.788072,304.29929,173.913797,34.698625,25.940136,63.605402
2012-07-26,76.055747,18.286137,306.987003,176.525958,35.523067,26.237057,64.43779
2012-07-27,77.415771,18.606323,317.797795,178.746756,36.045666,26.776915,65.378752
2012-07-30,78.72156,18.499594,316.466465,179.010697,36.545737,26.668943,65.822088
2012-07-31,80.802612,18.455124,316.801792,178.373586,36.401573,26.515983,65.803996
2012-08-01,80.280033,18.437336,316.656651,177.645454,36.49618,26.461998,65.50542
2012-08-02,80.409685,18.250562,314.689701,176.981039,35.928531,26.264051,64.962558
2012-08-03,81.45617,18.641898,320.985997,180.685406,36.415087,26.767917,65.930663
2012-08-06,82.362413,18.650792,321.731724,180.903836,36.329489,26.94787,65.577803
2012-08-07,82.145445,18.784204,320.59058,181.968724,35.93754,27.226796,65.405894
2012-08-08,82.00653,18.686369,321.436436,181.923035,35.842932,27.289779,65.659229
2012-08-09,82.474217,18.730839,321.496495,181.365465,35.698768,27.442738,65.270177
2012-08-10,82.603098,18.766416,321.321324,182.160682,35.496038,27.370758,65.261128
2012-08-13,83.705891,18.668581,330.335331,181.90475,35.410439,27.343764,65.13446
2012-08-14,83.930439,18.624111,334.664677,181.246634,35.482523,27.289422,65.360653
2012-08-15,83.816167,18.641898,334.1041,181.34718,35.455489,27.352824,65.70447
